"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODIGO","DESCRICAO","","","","","","","","NR FABRIC.","","Nro.: ORIGINAL","","","SKU","","UN.COMP","CUSTO UL C.","","CUSTO MEDIO","","","TRIB.SAI","QTDE ESTQ.","EST.MIN.","","(EST-PEND","LINHA","","","UL.COMPRA","","SAIDA.","ENTR.","","SALDO","CONDIÇÃ","","SAIDA  ","ENTR.  ","SALDO  ","CONDIÇÃ","","PESO BRUTO",""
"4635","SUPORTE TANQUE SC T/R 112 RETANGULAR GALVANIZADO C/CINTA","","","","","","","","S349C","","309478","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-3","NÃO FABRICA MAIS","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4636","CINTA TANQUE 300LT SC 112/113 (GALVANIZADO)","","","","","","","","S349D","","1676627","","","","","PC ","00.05","","00.03","","","S1   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","3","S/Analise","","0","0","0","C/Analise","","0",""
"4638","CINTA TANQUE 300LT SC124/SC 112/113 GALVANIZADO OU PLASTICO ","","","","","","","","S349J","","1401839","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","1","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4639","CINTA TANQUE SC T112/113 P/TQ.S355F","","","","","","","","S349L","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4640","ESTICADOR CINTA TANQUE SCANIA 112/113 - KIT FIXAÇÃO SUPORTE","","","","","","","","S349M","","","","","","","PC ","00.09","","00.09","","","S1   ","00.00","00.00","","-1","SIMILAR C/ QUANTID","","","9999-1/2-/31","","0","00","","1","S/Analise","","0","0","0","C/Analise","","0",""
"4641","SUPORTE TANQUE SC 124G DIANTEIRO C/CINTA","","","","","","","","S349N","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4642","SUPORTE TANQUE SC 124G TRASEIRO C/CINTA","","","","","","","","S349O","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","3","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4643","CINTA TANQUE SC 124G","","","","","","","","S349P","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4644","ESTICADOR CINTA TANQUE SCANIA 124 - KIT FIXAÇÃO SUPORTE","","","","","","","","S349S","","","","","","","PC ","00.03","","00.03","","","S1   ","00.00","00.00","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","8","S/Analise","","0","0","0","C/Analise","","0",""
"4645","SUPORTE TANQUE SC 112/113 S/CINTA ","","","","","","","","S349T","","309478","","","","","PC ","00.14","","00.07","","","S1   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","2","S/Analise","","0","0","0","C/Analise","","0",""
"4646","SUPORTE TANQUE SC P/G/R/SC HIGHLINE 2008 A 2014 ORIGINAL REDONDO","","","","","","","","S349K","","1776103","","","","","PC ","00.24","","00.28","","","S1   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","11","S/Analise","","0","3","3","S/Analise","","0",""
"4647","SUPORTE TANQUE SC 124G TRASEIRO S/CINTA","","","","","","","","S349V","","","","","","","PC ","00.13","","00.13","","","S1   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","4","S/Analise","","0","0","0","C/Analise","","0",""
"4648","SUPORTE TANQUE SC L111 S/CINTA ","","","","","","","","S349X","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4649","TQ.COMB.GALV.SC L111 300L LD","","","","","","","","S353","","171255","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4650","TANQUE COMB 300LT SCANIA L111 L/E GALVANIZADO RETANGULAR  ","","","","","","","","S354","","171255","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4651","TANQUE COMB 292LT SCANIA 112 T/R GALVANIZADO RETANGULAR L/E","","","","","","","","S355","","522100","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4652","TANQUE COMB 386LT SCANIA 112 T/R GALVANIZADO RETANGULAR L/D ","","","","","","","","S355A","","522101","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","PROMOÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4653","TANQUE COMB 292LT SCANIA T/R 113 L/E GALVANIZADO RETANGULAR ","","","","","","","","S355B","","1673557","","","","","PC ","00.46","","00.46","","","S1   ","00.00","00.00","","-1","LEVE","","","9999-1/2-/31","","0","00","","3","S/Analise","","0","0","0","C/Analise","","0",""
"4654","TANQUE COMB 386LT SCANIA 113 T/R GALVANIZADO RETANGULAR L/D (BOCA BAIXA)","","","","","","","","S355C","","1673558","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4656","TANQUE COMB 300LT SCANIA 124 T/R PLASTICO RETANGULAR (ADPTAÇÃO SC 112/113)","","","","","","","","S355F","","1430758","","","","","PC ","00.87","","00.75","","","S1   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","18","S/Analise","","0","2","2","S/Analise","","0",""
"4657","TANQUE COMB 580LT SCANIA T 112/113 L/D GALVANIZADO RETANGULAR 1800 MM","","","","","","","","S356","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","PROMOÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4658","TANQUE COMB 486LT SCANIA R 112/113 L/D GALVANIZADO RETANGULAR 1500 MM","","","","","","","","S357","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4659","TANQUE COMB 294LT SCANIA T113 INOX RETANGULAR","","","","","","","","S358A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","ENCOMENDA","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4660","TANQUE COMB 386LT SCANIA 113 INOX RETANGULAR BOCA BAIXA - SAIR SALÃO  ","","","","","","","","S359A","","1673558","","","","","PC ","01.05","","01.05","","","S1   ","00.00","00.00","","0","ENCOMENDA","","","9999-1/2-/31","","0","00","","1","S/Analise","","0","0","0","C/Analise","","0",""
"4661","TANQUE COMB 287LT VOLVO POWER + 90 INOX ","","","","","","","","V871A","","","","","","","PC ","00.85","","00.85","","","S1   ","00.00","00.00","","-1","PROMOÇÃO 40 ANOS","","","9999-1/2-/31","","0","00","","6","S/Analise","","0","0","0","C/Analise","","0",""
"4662","TANQUE COMB 287LT VOLVO N10/12 XH ATÉ 89 GALVANIZADO RETANGULAR ","","","","","","","","V872","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","PROMOÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4663","TANQUE COMB 300LT VOLVO N10/N12 NL 1990... GALVANIZADO RETANGULAR","","","","","","","","V872A","","8121401","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4664","CINTA TANQUE 300LT VOLVO ","","","","","","","","V872Y","","1570469","","","","","PC ","00.01","","00.02","","","S1   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","1","S/Analise","","0","0","0","C/Analise","","0",""
"4665","SUPORTE TANQUE VOLVO C/CINTA ","","","","","","","","V872Z","","6884361","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-2","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4666","TQ.COMB.GALV.VV N10/12 446L (1800 MM)","","","","","","","","V873","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4667","TANQUE COMB 610LT VOLVO GALVANIZADO REDONDO 1800 MM","","","","","","","","V874","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4668","TQ.COMB.GALV.VV CIL.450L (1350 MM)","","","","","","","","V875","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4669","TQ.COMB.GALV.VV CIL.400L (1200 MM)","","","","","","","","V876","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4670","TQ.COMB.GALV.VV CIL.330L (1000 MM)","","","","","","","","V877","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4671","SUPORTE TANQUE VOLVO 660MM CILINDRICO C/CINTA","","","","","","","","V879","","","","","","","PC ","00.23","","00.15","","","S1   ","00.00","00.00","","-1","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","00","","2","S/Analise","","0","0","0","C/Analise","","0",""
"4672","CINTA TANQUE VOLVO CIL.","","","","","","","","V880","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4673","CINTA TANQUE VOLVO CILINDRICO (REFORÇO)","","","","","","","","V881","","","","","","","PC ","00.00","","00.00","","","S1   ","00.06","00.00","","53","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4674","PERFIL SUPORTE TANQUE REDONDO 660 MM","","","","","","","","V884","","","","","","","PC ","00.01","","00.01","","","S1   ","00.00","00.00","","-2","LOJA RP OK","","","9999-1/2-/31","","0","00","","18","S/Analise","","0","10","10","S/Analise","","0",""
"4675","PERFIL CINTA TANQUE 76MM TQ REDONDO ","","","","","","","","V885","","","","","","","MT","00.02","","00.02","","","S1   ","00.05","00.04","","3,78","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","00","","264","S/Analise","","0","11","11","S/Analise","","0",""
"4676","KIT INTERLIGAÇÃO TANQUES CILINDRICOS ESP.","","","","","","","","V886","","","","","","","PC ","00.19","","00.16","","","S1   ","00.01","00.00","","1","LOJA RP OK","","","9999-1/2-/31","","0","00","","10","S/Analise","","0","6","6","S/Analise","","0",""
"4677","JOELHO 3/8"" ROSCA M22 X 1,50","","","","","","","","V886A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4679","TQ.COMB.GALV.VV CIL.540L (1600 MM)","","","","","","","","V889","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4680","TANQUE COMB 610LT VOLVO INOX REDONDO (660MM X1800 MM)","","","","","","","","V890","","","","","","","PC ","01.92","","01.92","","","S1   ","00.00","00.00","","-1","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","3","S/Analise","","0","0","0","C/Analise","","0",""
"4681","TQ.COMB.INOX VV CIL.450L (1350 MM)","","","","","","","","V891","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4682","TQ.COMB.INOX VV CIL.400L (1200 MM)","","","","","","","","V892","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4683","TQ.COMB.INOX VV CIL.330L (1000 MM)","","","","","","","","V893","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4684","TQ.COMB.GALV.VV CIL.C/BOCAL CENTRO","","","","","","","","V896","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4685","SUPORTE TANQUE - ENCOSTO MAIOR (TQ CILINDRICO)","","","","","","","","V897","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","3","BAL ESTOQUE FUNDO lado A","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4686","SUPORTE TANQUE - ENCOSTO MENOR (TQ CILINDRICO)","","","","","","","","V898","","","","","","","PC ","00.00","","00.00","","","S1   ","00.01","00.00","","2","BAL ESTOQUE FUNDO lado A","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4687","TQ.COMB.GALV.VV CIL.(1500 MM)","","","","","","","","V907","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4688","TQ.COMB.GALV.VV CIL.RED.720 MM 400L (1000 MM)","","","","","","","","V911","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4689","TQ.COMB.GALV.VV CIL.RED.720 MM 720L (1800 MM)","","","","","","","","V912","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4690","SUPORTE TANQUE VOLVO 720 MM CILINDRICO C/CINTA","","","","","","","","V913","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","2","LOJA ERRO ESTOQUE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4691","CINTA TANQUE VOLVO 720 MM CILINDRICO","","","","","","","","V914","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4692","TANQUE COMB 720LT VOLVO INOX REDONDO (1800 MM)","","","","","","","","V918","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4693","SUPORTE TANQUE 720 MM L/D REDONDO ADICIONAL C/CINTA","","","","","","","","V920","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4694","SUPORTE TANQUE 720 MM L/E REDONDO ADICIONAL C/CINTA","","","","","","","","V921","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4695","SUPORTE TANQUE 660 MM L/D TRASEIRO REDONDO ADICIONAL C/CINTA","","","","","","","","V922","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MIN/MAG/TRIB=OK","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4696","SUPORTE TANQUE 660 MM L/E TRASEIRO RODONDO ADICIONAL C/CINTA","","","","","","","","V923","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-1","MIN/MAG/TRIB=OK","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4698","TANQUE COMB 100LT VW ONIBUS PLASTICO ","","","","","","","","W970","","2R0201021C","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","-2","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4699","SUPORTE TANQUE 80 LTS VW/MB FORD F4000 C/CINTA P/ TANQUE PLÁSTICO","","","","","","","","W970A","","2R0201260A","","","","","PC ","00.17","","00.13","","","S1   ","00.00","00.00","","1","LOJA RP OK","","","9999-1/2-/31","","0","00","","10","S/Analise","","0","0","0","C/Analise","","0",""
"4701","TANQUE COMB 100LT VW ONIBUS 2005... PLASTICO","","","","","","","","W970C","","2PO201021A","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4702","SUPORTE TANQUE 660MM VW TRASEIRO CILINDRICO C/CINTA","","","","","","","","W971","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4703","SUPORTE TANQUE 660MM VW DIANTEIRO CILINDRICO C/CINTA","","","","","","","","W971A","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4704","TQ.COMB.PLAST.VW 80L DEDALUS","","","","","","","","W972","","2PO201021A","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4708","TQ.COMB.GALV.VW 6.90/F4000 +92 100L","","","","","","","","W992A","","T11201021D","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4709","TQ.COMB.GALV.VW/CARGO +92 150L RET.","","","","","","","","W993A","","TU201021H","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4710","TANQUE COMB 150LT VW/FORD PLASTICO RETANGULAR ","","","","","","","","W993B","","2RO201021B","","","","","PC ","00.56","","00.56","","","S1   ","00.00","00.00","","-1","LOJA RP OK","","","9999-1/2-/31","","0","00","","55","S/Analise","","0","5","5","S/Analise","","0",""
"4711","TANQUE COMB 300LT VW/FORD CARGO TODOS ORIGINAL","","","","","","","","W993D","","2SO201021B","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4712","TANQUE COMB 310LT VW/FORD CARGO TODOS PLASTICO RETANGULAR  ORIGINAL","","","","","","","","W993E","","","","","","","PC ","00.47","","00.46","","","S1   ","00.00","00.00","","0","MINIMO AVALIAÇÃO","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4715","SUPORTE TANQUE VW 300L PLASTICO C/CINTA","","","","","","","","W993H","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4716","CINTA TANQUE 300LT VW","","","","","","","","W993I","","","","","","","PC ","00.02","","00.02","","","S1   ","00.00","00.00","","0","MIN/MAG/TRIB=OK","","","9999-1/2-/31","","0","00","","1","S/Analise","","0","0","0","C/Analise","","0",""
"4724","CINTA TANQUE 150/100LT VW ","","","","","","","","W995G","","11201343A","","","","","PC ","00.01","","00.01","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4735","ENGATE REBOQUE (9687353480)PEUGEOT (PROJ.T34)","","","","","","","","I1968","","","","","","","PC ","00.00","","00.00","","","S2   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4738","DIVISORIA MAIOR CAIXA MANT/FERR.PLASTICA","","","","","","","","B073B","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4739","DIVISORIA MENOR CAIXA MANT/FERR.PLASTICA","","","","","","","","B073C","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4742","SUPORTE CAIXA MANT/FERR.CARRETA 2/3 EIXOS","","","","","","","","EB073F","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4746","CHAPA GUERRA (7,0X332X2680)(5009006104006)","","","","","","","","I1454","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4747","CHAPA GUERRA (7,0X332X2720)(5009006105008)","","","","","","","","I1455","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4748","CHAPA GUERRA (7,0X332X1930)(5009006106000)","","","","","","","","I1456","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4750","CHAPA RODOCLARA (7,0X900X2970)","","","","","","","","I1746","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4751","CHAPA RODOCLARA (7,0X900X2230)","","","","","","","","I1747","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4752","CHAPA RODOCLARA (7,0X900X2430)","","","","","","","","I1748","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4753","CHAPA RODOCLARA (7,0X550X2970)","","","","","","","","I1749","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4754","CHAPA RODOCLARA (7,0X550X2430)","","","","","","","","I1750","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4755","CHAPA RODOCLARA (7,0X700X2975)","","","","","","","","I1751","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4756","CHAPA RODOCLARA (7,0X700X2430)","","","","","","","","I1752","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4757","CHAPA RODOCLARA (7,0X800X2970)","","","","","","","","I1759","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4758","CHAPA RODOCLARA (7,0X800X2430)","","","","","","","","I1760","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4762","CHAPA (7,00X900X2380) BERTOLINI AMAZONIA","","","","","","","","I2155","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4763","CHAPA (7,00X900X2290) BERTOLINI AMAZONIA","","","","","","","","I2156","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4767","CAIXA FERRAMENTA PLASTICA MEDIA - BEPO","","","","","","","","B081H","","B073E","","","","","PC ","00.27","","00.27","","","S2   ","00.00","00.00","","0","LOJA RP OK","","","9999-1/2-/31","","0","00","","16","S/Analise","","0","1","1","S/Analise","","0",""
"4769","MANIPULO CAIXA FERR.(5001011265007) GUERRA","","","","","","","","I2381","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4771","EIXO CAIXA FERR.(5001011266009) GUERRA","","","","","","","","I2383","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4773","TRAVA CAIXA FERR.(5001011269004) GUERRA","","","","","","","","I2385","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4786","DEGRAU ESCADA PLASTICO BIPARTIDO BEPO","","","","","","","","B005F","","","","","","","PC ","00.02","","00.01","","","S1   ","00.00","00.00","","-2","LOJA RP OK","","","9999-1/2-/31","","0","00","","5","S/Analise","","0","0","0","C/Analise","","0",""
"4790","CHAPA GUERRA (7,0X800X2211)(5316006058001)","","","","","","","","I877","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4791","CHAPA GUERRA (7,0X1000X2211)(5316006037003)","","","","","","","","I878","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4792","CHAPA GUERRA (7,0X800X2430)(5316006048003)","","","","","","","","I879","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4793","CHAPA GUERRA (7,0X1000X2430)(5316006047001)","","","","","","","","I880","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
"4794","CHAPA GUERRA (7,0X800X2965)(5201006054000)","","","","","","","","I942","","","","","","","PC ","00.00","","00.00","","","S1   ","00.00","00.00","","0","LEVE","","","9999-1/2-/31","","0","00","","0","C/analise","","0","0","0","C/Analise","","0",""
